category,channel,country,currency,customer_email,customer_id,fx_reference_date,order_id,order_ts,product_name,qty,sku,status,unit_price,copy_number
Electronics,web,RO,EUR,customer541@example.com,541,2026-08-23,ORD10317,1774076456,Wireless Earbuds X2,1,SKU-EL-001,completed,83.68,1
Sports,web,RO,EUR,customer541@example.com,541,2026-08-23,ORD10317,1774076456,Adjustable Dumbbell Set,1,SKU-SP-002,completed,190.6,1
Books,mobile_app,RO,EUR,customer1290@example.com,1290,2026-09-02,ORD10318,2026-05-27T04:45:27,Atomic Habits (RO ed.),1,SKU-BK-001,completed,21.53,1
Home & Kitchen,mobile_app,RO,EUR,customer1290@example.com,1290,2026-09-02,ORD10318,2026-05-27T04:45:27,Stainless Steel Kettle,1,SKU-HK-001,completed,41.97,1
Electronics,web,HU,EUR,customer825@example.com,825,2026-09-03,ORD10319,2026-04-13T06:57:57,4K Action Camera,2,SKU-EL-004,completed,198.96,1
Books,web,DE,EUR,customer1980@example.com,1980,2026-08-30,ORD10320,2026-06-03T17:24:22,The Pragmatic Programmer,2,SKU-BK-002,completed,47.45,1
Books,web,HU,EUR,customer44@example.com,44,2026-08-26,ORD10321,2026-01-20T23:09:14,Atomic Habits (RO ed.),1,SKU-BK-001,completed,21.95,1
Electronics,web,HU,EUR,customer44@example.com,44,2026-08-26,ORD10321,2026-01-20T23:09:14,Wireless Earbuds X2,1,SKU-EL-001,completed,75.62,1
Electronics,mobile_app,HU,RON,customer174@example.com,174,2026-08-31,ORD10322,2026-04-28T09:12:14,Bluetooth Speaker Mini,3,SKU-EL-003,completed,51.93,1
Sports,mobile_app,HU,RON,customer174@example.com,174,2026-08-31,ORD10322,2026-04-28T09:12:14,Adjustable Dumbbell Set,2,SKU-SP-002,completed,181.55,1
Electronics,web,HU,EUR,customer1632@example.com,1632,2026-08-31,ORD10323,03/04/2026 21:39,USB-C Fast Charger 65W,1,SKU-EL-002,completed,37.56,1
Home & Kitchen,web,HU,EUR,customer1632@example.com,1632,2026-08-31,ORD10323,03/04/2026 21:39,Stainless Steel Kettle,1,SKU-HK-001,completed,38.87,1
Home & Kitchen,web,BG,EUR,customer172@example.com,172,2026-08-23,ORD10324,2026-03-23T21:55:13,Air Fryer 5L,3,SKU HK 003,completed,107.51,1
Home & Kitchen,mobile_app,RO,EUR,customer604@example.com,604,2026-08-23,ORD10325,1781238808,Stainless Steel Kettle,1,SKU-HK-001,completed,43.64,1
Electronics,web,RO,EUR,customer977@example.com,977,2026-08-23,ORD10326,2026-06-19T00:43:00,Wireless Earbuds X2,2,SKU-EL-001,completed,78.65,1
Fashion,web,RO,EUR,customer977@example.com,977,2026-08-23,ORD10326,2026-06-19T00:43:00,Running Shoes Pro,1,SKU-FA-003,completed,81.15,1
Books,web,HU,EUR,customer1942@example.com,1942,2026-09-01,ORD10327,18/04/2026 14:33,Atomic Habits (RO ed.),2,SKU-BK-001,completed,20.23,1
Sports,web,HU,EUR,customer1942@example.com,1942,2026-09-01,ORD10327,18/04/2026 14:33,Adjustable Dumbbell Set,1,SKU-SP-002,completed,191.56,1
Beauty,web,RO,EUR,customer1646@example.com,1646,2026-08-30,ORD10328,2026-03-24T09:01:02,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.9,1
Electronics,marketplace,RO,EUR,customer67@example.com,67,2026-09-03,ORD10329,1768652323,USB-C Fast Charger 65W,1,SKU-EL-002,completed,31.69,1
Electronics,web,RO,EUR,customer729@example.com,729,2026-09-03,ORD10330,17/05/2026 10:37,Wireless Earbuds X2,1,SKU-EL-001,completed,75.44,1
Fashion,web,RO,EUR,customer729@example.com,729,2026-09-03,ORD10330,17/05/2026 10:37,Running Shoes Pro,2,SKU-FA-003,completed,88.96,1
Home & Kitchen,web,RO,EUR,customer729@example.com,729,2026-09-03,ORD10330,17/05/2026 10:37,Stainless Steel Kettle,2,SKU-HK-001,completed,41.81,1
Fashion,mobile_app,RO,RON,customer1251@example.com,1251,2026-09-01,ORD10331,2026-01-30T14:14:31,Women's Wool Coat,1,SKU-FA-002,completed,151.11,1
Fashion,mobile_app,RO,RON,customer1251@example.com,1251,2026-09-01,ORD10331,2026-01-30T14:14:31,Running Shoes Pro,2,SKU-FA-003,completed,95.25,1
Home & Kitchen,web,RO,EUR,customer1991@example.com,1991,2026-08-26,ORD10332,2026-01-08T16:30:54,Stainless Steel Kettle,1,SKU-HK-001,completed,42.1,1
Electronics,web,BG,RON,customer88@example.com,88,2026-08-29,ORD10333,2026-05-06T00:38:12,4K Action Camera,1,SKU-EL-004,completed,191.65,1
Home & Kitchen,web,BG,RON,customer88@example.com,88,2026-08-29,ORD10333,2026-05-06T00:38:12,Stainless Steel Kettle,2,SKU-HK-001,completed,38.72,1
Electronics,mobile_app,RO,RON,customer702@example.com,702,2026-08-31,ORD10334,2026-04-05T10:17:56,Bluetooth Speaker Mini,1,SKU-EL-003,completed,51.08,1
Fashion,mobile_app,RO,RON,customer702@example.com,702,2026-08-31,ORD10334,2026-04-05T10:17:56,Men's Slim Fit Jeans,1,SKU-FA-001,completed,59.05,1
Home & Kitchen,mobile_app,RO,RON,customer702@example.com,702,2026-08-31,ORD10334,2026-04-05T10:17:56,Stainless Steel Kettle,1,SKU-HK-001,completed,40.49,1
Home & Kitchen,web,RO,EUR,customer701@example.com,701,2026-09-02,ORD10335,2026-02-27T15:40:39,Air Fryer 5L,2,SKU HK 003,completed,109.8,1
Beauty,web,RO,EUR,customer701@example.com,701,2026-09-02,ORD10335,2026-02-27T15:40:39,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,71.32,1
Home & Kitchen,web,RO,EUR,customer701@example.com,701,2026-09-02,ORD10335,2026-02-27T15:40:39,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,29.6,1
Sports,web,RO,EUR,customer1986@example.com,1986,2026-09-02,ORD10336,2026-01-08T02:02:13,Yoga Mat Premium,1,SKU-SP-001,completed,30.14,1
Fashion,mobile_app,RO,EUR,customer1678@example.com,1678,2026-08-25,ORD10337,2026-05-16T19:03:14,Women's Wool Coat,1,SKU-FA-002,completed,150.23,1
Sports,mobile_app,RO,EUR,customer1678@example.com,1678,2026-08-25,ORD10337,2026-05-16T19:03:14,Adjustable Dumbbell Set,3,SKU-SP-002,completed,169.25,1
Beauty,web,RO,EUR,customer184@example.com,184,2026-08-31,ORD10338,1777564733,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.11,1
Electronics,web,RO,EUR,customer184@example.com,184,2026-08-31,ORD10338,1777564733,4K Action Camera,1,SKU-EL-004,completed,192.07,1
Sports,web,RO,EUR,customer1602@example.com,1602,2026-08-24,ORD10339,2026-02-25T01:41:32,Adjustable Dumbbell Set,1,SKU-SP-002,completed,157.65,1
Sports,web,HU,RON,customer651@example.com,651,2026-09-03,ORD10340,1776825312,Yoga Mat Premium,2,SKU-SP-001,completed,33.93,1
Fashion,marketplace,RO,EUR,customer896@example.com,896,2026-09-01,ORD10341,18/05/2026 20:57,Women's Wool Coat,2,SKU-FA-002,completed,135.11,1
Beauty,web,BG,EUR,customer1114@example.com,1114,2026-08-27,ORD10342,2026-01-16T07:06:23,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,61.38,1
Electronics,web,BG,EUR,customer1114@example.com,1114,2026-08-27,ORD10342,2026-01-16T07:06:23,Bluetooth Speaker Mini,1,SKU-EL-003,completed,45.51,1
Electronics,web,BG,EUR,customer1114@example.com,1114,2026-08-27,ORD10342,2026-01-16T07:06:23,4K Action Camera,1,SKU-EL-004,completed,176.93,1
Books,mobile_app,RO,EUR,customer997@example.com,997,2026-08-31,ORD10343,2026-01-15T19:38:34,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.03,1
Electronics,mobile_app,RO,EUR,customer997@example.com,997,2026-08-31,ORD10343,2026-01-15T19:38:34,Bluetooth Speaker Mini,1,SKU-EL-003,completed,52.6,1
Sports,mobile_app,RO,EUR,customer997@example.com,997,2026-08-31,ORD10343,2026-01-15T19:38:34,Yoga Mat Premium,1,SKU-SP-001,completed,32.3,1
Books,marketplace,BG,EUR,customer987@example.com,987,2026-08-23,ORD10344,2026-01-18T20:36:37,The Pragmatic Programmer,1,SKU-BK-002,completed,47.93,1
Fashion,web,BG,EUR,customer1625@example.com,1625,2026-08-24,ORD10345,2026-03-02T12:05:31,Running Shoes Pro,1,SKU-FA-003,completed,81.52,1
Sports,web,BG,EUR,customer1625@example.com,1625,2026-08-24,ORD10345,2026-03-02T12:05:31,Adjustable Dumbbell Set,2,SKU-SP-002,completed,186.06,1
Beauty,web,RO,EUR,internal.tester369@aqurate.ai,369,2026-08-24,ORD10346,25/03/2026 09:05,Hair Dryer Ionic 2200W,2,SKU-BE-002,test,60.09,1
Electronics,web,RO,EUR,internal.tester369@aqurate.ai,369,2026-08-24,ORD10346,25/03/2026 09:05,Bluetooth Speaker Mini,1,SKU-EL-003,test,47.88,1
Beauty,mobile_app,BG,EUR,customer1762@example.com,1762,2026-08-23,ORD10347,1776854856,Vitamin C Serum 30ml,1,SKU-BE-001,completed,26.5,1
Electronics,mobile_app,BG,EUR,customer1762@example.com,1762,2026-08-23,ORD10347,1776854856,4K Action Camera,1,SKU-EL-004,completed,180.87,1
Sports,web,RO,EUR,customer1835@example.com,1835,2026-08-25,ORD10348,2026-04-13T10:23:31,Adjustable Dumbbell Set,2,SKU-SP-002,completed,167.11,1
Electronics,web,DE,EUR,customer931@example.com,931,2026-08-31,ORD10349,1777981425,Wireless Earbuds X2,1,SKU-EL-001,completed,85.2,1
Books,web,RO,RON,customer1672@example.com,1672,2026-08-30,ORD10350,1767308502,The Pragmatic Programmer,1,SKU-BK-002,completed,42.07,1
Electronics,web,RO,RON,customer1672@example.com,1672,2026-08-30,ORD10350,1767308502,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.8,1
Home & Kitchen,web,RO,RON,customer1672@example.com,1672,2026-08-30,ORD10350,1767308502,Stainless Steel Kettle,1,SKU-HK-001,completed,42.71,1
Beauty,web,RO,RON,customer497@example.com,497,2026-08-23,ORD10351,1779561354,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.26,1
Electronics,web,RO,RON,customer497@example.com,497,2026-08-23,ORD10351,1779561354,Wireless Earbuds X2,1,SKU-EL-001,completed,85.09,1
Electronics,web,BG,EUR,customer1598@example.com,1598,2026-09-03,ORD10352,2026-01-14T07:52:56,4K Action Camera,1,SKU-EL-004,completed,203.22,1
Beauty,mobile_app,RO,EUR,customer544@example.com,544,2026-08-30,ORD10353,2026-04-17T20:36:13,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.85,1
Electronics,web,BG,RON,customer1085@example.com,1085,2026-09-02,ORD10354,2026-04-11T16:56:13,Wireless Earbuds X2,1,SKU-EL-001,completed,85.17,1
Electronics,web,BG,RON,customer1085@example.com,1085,2026-09-02,ORD10354,2026-04-11T16:56:13,4K Action Camera,2,SKU-EL-004,completed,191.84,1
Books,web,DE,EUR,customer1031@example.com,,2026-08-31,ORD10355,2026-05-01T19:16:53,The Pragmatic Programmer,-1,SKU-BK-002,completed,46.29,1
Beauty,web,DE,EUR,customer1031@example.com,1031,2026-08-31,ORD10355,2026-05-01T19:16:53,Vitamin C Serum 30ml,1,SKU-BE-001,completed,24.15,1
Electronics,web,DE,EUR,customer1031@example.com,1031,2026-08-31,ORD10355,2026-05-01T19:16:53,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.74,1
Books,marketplace,RO,EUR,customer688@example.com,688,2026-08-23,ORD10356,2026-05-23T16:29:10,Atomic Habits (RO ed.),1,SKU-BK-001,completed,19.4,1
Beauty,mobile_app,DE,EUR,customer1405@example.com,1405,2026-08-24,ORD10357,2026-05-05T05:41:08,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,61.68,1
Beauty,mobile_app,HU,EUR,customer1978@example.com,1978,2026-08-26,ORD10358,02/05/2026 17:31,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,63.58,1
Fashion,web,RO,RON,customer888@example.com,888,2026-08-26,ORD10359,1776732617,Men's Slim Fit Jeans,1,SKU-FA-001,completed,58.58,1
Home & Kitchen,web,RO,RON,customer888@example.com,888,2026-08-26,ORD10359,1776732617,Stainless Steel Kettle,1,SKU-HK-001,completed,42.19,1
Home & Kitchen,marketplace,RO,EUR,customer1800@example.com,1800,2026-09-03,ORD10360,2026-06-16T19:16:45,Stainless Steel Kettle,3,SKU-HK-001,completed,39.45,1
Sports,web,RO,RON,customer866@example.com,866,2026-08-25,ORD10361,2026-06-25T13:42:15,Adjustable Dumbbell Set,1,SKU-SP-002,completed,168.79,1
Fashion,mobile_app,DE,EUR,customer1161@example.com,1161,2026-09-03,ORD10362,2026-03-31T13:08:06,Men's Slim Fit Jeans,2,SKU-FA-001,completed,59.16,1
Fashion,mobile_app,DE,EUR,customer1161@example.com,1161,2026-09-03,ORD10362,2026-03-31T13:08:06,Women's Wool Coat,1,SKU-FA-002,completed,152.74,1
Home & Kitchen,mobile_app,DE,EUR,customer1161@example.com,1161,2026-09-03,ORD10362,2026-03-31T13:08:06,Stainless Steel Kettle,1,SKU-HK-001,completed,42.03,1
Books,web,RO,EUR,customer1719@example.com,1719,2026-08-27,ORD10363,2026-01-11T14:53:12,The Pragmatic Programmer,1,SKU-BK-002,completed,47.21,1
Electronics,web,RO,EUR,customer1981@example.com,1981,2026-08-29,ORD10364,1770976038,Wireless Earbuds X2,2,SKU-EL-001,completed,81.97,1
Fashion,web,RO,RON,customer1036@example.com,1036,2026-09-02,ORD10365,1768159305,Men's Slim Fit Jeans,2,SKU-FA-001,completed,55.51,1
Electronics,marketplace,RO,EUR,customer1677@example.com,1677,2026-08-27,ORD10366,2026-02-16T17:39:32,4K Action Camera,1,SKU-EL-004,completed,195.34,1
Fashion,marketplace,RO,EUR,customer1677@example.com,1677,2026-08-27,ORD10366,2026-02-16T17:39:32,Running Shoes Pro,1,SKU-FA-003,completed,81.11,1
Beauty,web,HU,EUR,customer1481@example.com,1481,2026-08-25,ORD10367,1767378609,Hair Dryer Ionic 2200W,3,SKU-BE-002,completed,65.33,1
Sports,mobile_app,RO,EUR,customer287@example.com,287,2026-09-03,ORD10368,29/05/2026 02:00,Yoga Mat Premium,3,SKU-SP-001,completed,32.68,1
Fashion,web,RO,EUR,customer1190@example.com,1190,2026-08-25,ORD10369,30/04/2026 21:38,Men's Slim Fit Jeans,1,SKU-FA-001,refunded,50.67,1
Electronics,mobile_app,DE,EUR,customer485@example.com,485,2026-08-25,ORD10370,2026-06-21T00:37:03,USB-C Fast Charger 65W,1,SKU-EL-002,completed,31.84,1
Books,marketplace,HU,EUR,customer1431@example.com,1431,2026-08-25,ORD10371,1769460604,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.89,1
Electronics,web,RO,EUR,customer198@example.com,198,2026-09-02,ORD10372,2026-06-07T06:54:53,Bluetooth Speaker Mini,1,SKU-EL-003,completed,50.79,1
Electronics,web,RO,EUR,customer731@example.com,731,2026-08-26,ORD10373,1776598985,Bluetooth Speaker Mini,1,SKU-EL-003,completed,51.77,1
Fashion,web,RO,EUR,customer731@example.com,731,2026-08-26,ORD10373,1776598985,Running Shoes Pro,3,SKU-FA-003,completed,85.43,1
Fashion,web,HU,EUR,customer1025@example.com,1025,2026-09-01,ORD10374,2026-05-01T03:05:39,Women's Wool Coat,1,SKU-FA-002,completed,131.44,1
Electronics,mobile_app,RO,EUR,customer1552@example.com,1552,2026-08-30,ORD10375,2026-06-20T13:02:08,USB-C Fast Charger 65W,3,SKU-EL-002,completed,37.6,1
Home & Kitchen,mobile_app,RO,EUR,customer1552@example.com,1552,2026-08-30,ORD10375,2026-06-20T13:02:08,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,28.54,1
Books,mobile_app,BG,RON,customer1585@example.com,1585,2026-09-01,ORD10376,2026-02-08T02:14:18,The Pragmatic Programmer,1,SKU-BK-002,completed,42.92,1
Electronics,mobile_app,BG,RON,customer1585@example.com,1585,2026-09-01,ORD10376,2026-02-08T02:14:18,Wireless Earbuds X2,1,SKUEL001,completed,77.48,1
Books,web,DE,RON,customer94@example.com,94,2026-08-27,ORD10377,1767475556,Atomic Habits (RO ed.),1,SKU-BK-001,completed,19.39,1
Electronics,web,DE,RON,customer94@example.com,94,2026-08-27,ORD10377,1767475556,Bluetooth Speaker Mini,1,SKU-EL-003,completed,49.43,1
Home & Kitchen,web,DE,RON,customer94@example.com,94,2026-08-27,ORD10377,1767475556,Stainless Steel Kettle,2,SKU-HK-001,completed,40.26,1
Beauty,web,RO,EUR,customer1445@example.com,1445,2026-08-26,ORD10378,2026-04-05T09:53:31,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,62.11,1
Fashion,web,RO,EUR,customer1445@example.com,1445,2026-08-26,ORD10378,2026-04-05T09:53:31,Women's Wool Coat,1,SKU-FA-002,completed,131.79,1
Fashion,web,RO,EUR,customer1445@example.com,1445,2026-08-26,ORD10378,2026-04-05T09:53:31,Running Shoes Pro,1,SKU-FA-003,completed,87.61,1
Beauty,web,DE,EUR,customer54@example.com,54,2026-08-27,ORD10379,1779883641,Hair Dryer Ionic 2200W,-3,SKU-BE-002,completed,60.21,1
Home & Kitchen,web,DE,EUR,customer54@example.com,54,2026-08-27,ORD10379,1779883641,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,31,1
Electronics,web,DE,EUR,customer54@example.com,54,2026-08-27,ORD10379,1779883641,Wireless Earbuds X2,2,SKUEL001,completed,78.94,1
Electronics,web,DE,EUR,customer809@example.com,809,2026-08-30,ORD10380,2026-02-23T06:11:25,Wireless Earbuds X2,1,SKU-EL-001,completed,81.08,1
Electronics,web,RO,EUR,customer1730@example.com,1730,2026-08-29,ORD10381,2026-03-21T08:15:53,Bluetooth Speaker Mini,1,SKU-EL-003,completed,46.63,1
Fashion,marketplace,DE,EUR,customer477@example.com,477,2026-08-26,ORD10382,2026-01-08T11:25:52,Men's Slim Fit Jeans,1,SKU-FA-001,completed,57.36,1
Beauty,marketplace,RO,EUR,customer717@example.com,717,2026-08-23,ORD10383,2026-04-09T10:30:07,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,67.35,1
Books,web,HU,EUR,customer1838@example.com,1838,2026-08-30,ORD10384,1775122384,Atomic Habits (RO ed.),3,SKU-BK-001,refunded,19.51,1
Fashion,web,HU,EUR,customer1838@example.com,1838,2026-08-30,ORD10384,1775122384,Running Shoes Pro,1,SKU-FA-003,refunded,91.54,1
Electronics,marketplace,BG,EUR,customer1964@example.com,1964,2026-09-03,ORD10385,2026-02-13T14:37:24,4K Action Camera,2,SKU-EL-004,completed,193.05,1
Fashion,marketplace,BG,EUR,customer1964@example.com,1964,2026-09-03,ORD10385,2026-02-13T14:37:24,Women's Wool Coat,1,SKU-FA-002,completed,146.75,1
Sports,marketplace,BG,EUR,customer1964@example.com,1964,2026-09-03,ORD10385,2026-02-13T14:37:24,Adjustable Dumbbell Set,2,SKU-SP-002,completed,191.71,1
Fashion,mobile_app,BG,RON,customer257@example.com,257,2026-09-02,ORD10386,17/02/2026 13:31,Women's Wool Coat,1,SKU-FA-002,completed,133.92,1
Home & Kitchen,mobile_app,BG,RON,customer257@example.com,257,2026-09-02,ORD10386,17/02/2026 13:31,Stainless Steel Kettle,1,SKU-HK-001,completed,39.2,1
Sports,mobile_app,BG,RON,customer257@example.com,257,2026-09-02,ORD10386,17/02/2026 13:31,Yoga Mat Premium,1,SKU-SP-001,completed,29.87,1
Books,web,HU,RON,customer495@example.com,495,2026-09-03,ORD10387,2026-01-24T02:43:06,The Pragmatic Programmer,1,SKU-BK-002,completed,46.34,1
Electronics,web,HU,RON,customer495@example.com,495,2026-09-03,ORD10387,2026-01-24T02:43:06,USB-C Fast Charger 65W,2,SKU-EL-002,completed,33.5,1
Fashion,marketplace,RO,RON,customer777@example.com,777,2026-08-27,ORD10388,2026-02-04T07:35:07,Running Shoes Pro,1,SKU-FA-003,completed,81.78,1
Beauty,web,RO,EUR,customer86@example.com,86,2026-09-02,ORD10389,1779550574,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.32,1
Electronics,web,RO,EUR,customer86@example.com,86,2026-09-02,ORD10389,1779550574,USB-C Fast Charger 65W,1,SKU-EL-002,completed,32.65,1
Fashion,mobile_app,DE,EUR,customer1825@example.com,1825,2026-09-02,ORD10390,2026-06-05T03:34:21,Running Shoes Pro,3,SKU-FA-003,completed,91.18,1
Electronics,web,BG,EUR,customer886@example.com,886,2026-08-29,ORD10391,1768682933,Bluetooth Speaker Mini,2,SKU-EL-003,completed,46.28,1
Electronics,web,BG,EUR,customer1409@example.com,1409,2026-08-28,ORD10392,2026-06-29T13:33:14,USB-C Fast Charger 65W,3,SKU-EL-002,completed,35.38,1
Electronics,web,HU,EUR,customer384@example.com,384,2026-08-29,ORD10393,2026-02-24T21:00:35,Wireless Earbuds X2,1,SKU-EL-001,completed,80.91,1
Home & Kitchen,web,HU,EUR,customer384@example.com,384,2026-08-29,ORD10393,2026-02-24T21:00:35,Air Fryer 5L,1,SKU-HK-003,completed,111.39,1
Sports,web,RO,EUR,customer198@example.com,198,2026-08-23,ORD10394,1782004568,Adjustable Dumbbell Set,1,SKU-SP-002,completed,173.77,1
Electronics,web,RO,EUR,customer1002@example.com,1002,2026-08-30,ORD10395,2026-05-14T10:41:10,Wireless Earbuds X2,1,SKU-EL-001,completed,82.17,1
Sports,web,RO,EUR,customer1002@example.com,1002,2026-08-30,ORD10395,2026-05-14T10:41:10,Adjustable Dumbbell Set,1,SKU-SP-002,completed,168.81,1
Beauty,web,DE,EUR,customer1251@example.com,1251,2026-09-03,ORD10396,2026-04-28T11:19:24,Vitamin C Serum 30ml,3,SKU-BE-001,completed,26.32,1
Electronics,web,RO,EUR,customer1761@example.com,1761,2026-08-26,ORD10397,26/02/2026 08:22,Wireless Earbuds X2,2,SKU-EL-001,completed,75.95,1
Fashion,web,RO,EUR,customer1761@example.com,1761,2026-08-26,ORD10397,26/02/2026 08:22,Men's Slim Fit Jeans,1,SKU-FA-001,completed,49.72,1
Home & Kitchen,mobile_app,RO,EUR,customer152@example.com,152,2026-08-24,ORD10398,17/05/2026 14:29,Stainless Steel Kettle,1,SKU-HK-001,refunded,42.74,1
Fashion,marketplace,RO,EUR,customer619@example.com,619,2026-08-30,ORD10399,2026-02-09T08:29:42,Men's Slim Fit Jeans,3,SKU-FA-001,completed,55.67,1
Books,web,HU,EUR,customer764@example.com,764,2026-08-27,ORD10400,2026-05-19T18:10:41,The Pragmatic Programmer,1,SKU-BK-002,completed,41.8,1
Fashion,web,HU,EUR,customer764@example.com,764,2026-08-27,ORD10400,2026-05-19T18:10:41,Men's Slim Fit Jeans,1,SKU-FA-001,completed,55.69,1
Sports,web,RO,EUR,customer517@example.com,517,2026-08-23,ORD10401,2026-05-24T19:01:55,Adjustable Dumbbell Set,2,SKU-SP-002,completed,166.89,1
Home & Kitchen,web,RO,RON,customer990@example.com,990,2026-08-28,ORD10402,16/06/2026 17:36,Stainless Steel Kettle,2,SKU-HK-001,completed,39.16,1
Sports,marketplace,RO,EUR,customer1645@example.com,1645,2026-08-30,ORD10403,28/01/2026 03:49,Adjustable Dumbbell Set,3,SKU-SP-002,completed,182.7,1
,web,HU,EUR,customer1403@example.com,1403,2026-08-31,ORD10404,1777526807,Air Fryer 5L,3,SKU-HK-003,completed,129.16,1
Beauty,web,RO,EUR,customer138@example.com,138,2026-08-25,ORD10405,2026-01-02T02:06:33,Vitamin C Serum 30ml,1,SKU-BE-001,completed,25.46,1
Electronics,web,RO,EUR,customer138@example.com,138,2026-08-25,ORD10405,2026-01-02T02:06:33,USB-C Fast Charger 65W,3,SKU-EL-002,completed,33.99,1
Electronics,web,RO,EUR,customer138@example.com,138,2026-08-25,ORD10405,2026-01-02T02:06:33,Wireless Earbuds X2,1,SKUEL001,completed,73.64,1
Electronics,marketplace,BG,EUR,customer1748@example.com,1748,2026-08-27,ORD10406,1771876873,Wireless Earbuds X2,2,SKU-EL-001,completed,87.81,1
Home & Kitchen,web,RO,RON,customer1048@example.com,1048,2026-08-31,ORD10407,24/03/2026 14:32,Air Fryer 5L,1,SKU-HK-003,completed,113.71,1
Sports,web,RO,RON,customer1048@example.com,1048,2026-08-31,ORD10407,24/03/2026 14:32,Yoga Mat Premium,2,SKU-SP-001,completed,33.32,1
Home & Kitchen,web,BG,EUR,customer365@example.com,,2026-09-03,ORD10408,1773360812,Air Fryer 5L,1,SKU-HK-003,completed,111.36,1
Electronics,web,BG,EUR,customer520@example.com,520,2026-09-02,ORD10409,03/01/2026 12:33,USB-C Fast Charger 65W,3,SKU-EL-002,completed,35.91,1
Home & Kitchen,marketplace,DE,EUR,customer931@example.com,931,2026-08-23,ORD10410,02/04/2026 22:25,Stainless Steel Kettle,2,SKU-HK-001,completed,39.29,1
Beauty,marketplace,BG,EUR,customer1757@example.com,1757,2026-08-26,ORD10411,2026-06-15T13:17:29,Vitamin C Serum 30ml,2,SKU-BE-001,refunded,23.34,1
,marketplace,RO,RON,customer1368@example.com,1368,2026-08-28,ORD10412,2026-01-13T14:42:42,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.79,1
Electronics,marketplace,RO,RON,customer1368@example.com,1368,2026-08-28,ORD10412,2026-01-13T14:42:42,Wireless Earbuds X2,1,SKUEL001,completed,81.08,1
Fashion,web,BG,RON,customer1978@example.com,1978,2026-09-02,ORD10413,02/02/2026 21:09,Men's Slim Fit Jeans,1,SKU-FA-001,completed,56.99,1
Fashion,web,RO,RON,customer572@example.com,572,2026-09-02,ORD10414,2026-03-03T06:31:39,Running Shoes Pro,1,SKU-FA-003,completed,88.81,1
Electronics,marketplace,RO,EUR,customer1945@example.com,1945,2026-09-03,ORD10415,2026-03-16T21:24:08,4K Action Camera,1,SKU-EL-004,completed,193.96,1
Fashion,marketplace,RO,EUR,customer1945@example.com,1945,2026-09-03,ORD10415,2026-03-16T21:24:08,Running Shoes Pro,1,SKU-FA-003,completed,98.32,1
Electronics,web,RO,EUR,customer215@example.com,215,2026-08-24,ORD10416,1781810522,Bluetooth Speaker Mini,1,SKU-EL-003,completed,52.27,1
Electronics,web,RO,EUR,customer215@example.com,215,2026-08-24,ORD10416,1781810522,4K Action Camera,3,SKU-EL-004,completed,181.68,1
Electronics,mobile_app,RO,EUR,customer1563@example.com,1563,2026-08-27,ORD10417,2026-06-29T23:36:13,Wireless Earbuds X2,1,SKU-EL-001,completed,74.74,1
Fashion,mobile_app,RO,EUR,customer1563@example.com,1563,2026-08-27,ORD10417,2026-06-29T23:36:13,Running Shoes Pro,1,SKU-FA-O03,completed,95.09,1
Sports,mobile_app,RO,EUR,customer1563@example.com,1563,2026-08-27,ORD10417,2026-06-29T23:36:13,Yoga Mat Premium,1,SKU-SP-001,completed,29.86,1
Books,marketplace,BG,EUR,customer11@example.com,11,2026-09-02,ORD10418,2026-03-08T22:28:25,The Pragmatic Programmer,1,SKU-BK-002,completed,46.92,1
Books,mobile_app,HU,RON,customer1840@example.com,1840,2026-08-26,ORD10419,12/05/2026 00:33,The Pragmatic Programmer,1,SKU-BK-002,completed,48.14,1
Books,mobile_app,HU,RON,customer1840@example.com,1840,2026-08-25,ORD10419 ,12/05/2026 00:33,The Pragmatic Programmer,1,SKU-BK-002,completed,48.14,1
Sports,web,RO,EUR,customer1540@example.com,1540,2026-08-25,ORD10420,16/01/2026 00:06,Adjustable Dumbbell Set,1,SKU-SP-002,completed,170.94,1
Electronics,web,RO,EUR,customer368@example.com,368,2026-08-30,ORD10421,2026-05-13T11:56:01,4K Action Camera,1,SKU-EL-004,completed,185.39,1
Electronics,web,RO,EUR,customer368@example.com,368,2026-08-30,ORD10421,2026-05-13T11:56:01,4K Action Camera,1,SKU-EL-004,completed,185.39,2
